publicationid,pubtypeid,year,citation,articletitle,journal,volume,issue,pages,citationnumber,doi,booktitle,numvolumes,edition,volumetitle,seriestitle,seriesvolume,publisher,url,city,state,country,originallanguage,notes,recdatecreated,recdatemodified
7796,1,1980,"Schwert, D.P., and A.V. Morgan. 1980. Paleoenvironmental Implications of a Late Glacial Insect Assemblage from Northwestern New York. Quaternary Research 13:93-110.",Paleoenvironmental Implications of a Late Glacial Insect Assemblage from Northwestern New York,Quaternary Research,13,,93-110,,,,,,,,,,,,,,,,2015-03-12 20:53:56,2015-06-19 21:17:27
7797,6,1978,"Schwert, D. P. 1978. Paleoentomological Analyses of Two Postglacial Sites in Eastern North America. Doctoral dissertation. University of Waterloo, Waterloo, Ontario, Canada.",Paleoentomological Analyses of Two Postglacial Sites in Eastern North America,,,,,,,,,,,,,University of Waterloo,,Waterloo,Ontario,Canada,,,2015-03-12 20:54:12,2015-03-12 20:54:12
7798,6,1965,"Stingelin, R.W. 1965. Late-glacial and post-glacial vegetational history in the north central Appalachian region. Doctoral dissertation. Pennsylvania State University, State College, Pennsylvania, USA.",Late-glacial and post-glacial vegetational history in the north central Appalachian region,,,,,,,,,,,,,Pennsylvania State University,,State College,Pennsylvania,USA,,,2015-03-12 23:40:44,2015-03-12 23:40:44
7799,1,2002,"Spooner, I.S., D. Mazzucchi, G. Osborn, R. Gilbert, and I. Larocque. 2002. A multi-proxy holocene record of environmental change from the sediments of Skinny Lake, Iskut region, northern British Columbia, Canada. Journal of Paleolimnology 28:419-431.","A multi-proxy holocene record of environmental change from the sediments of Skinny Lake, Iskut region, northern British Columbia, Canada",Journal of Paleolimnology,28,,419-431,,,,,,,,,,,,,,,,2015-03-13 21:32:26,2015-03-13 21:32:26
7800,11,2015,WoRMS Editorial Board. 2015. World Register of Marine Species. http://www.marinespecies.org.,World Register of Marine Species,,,,,,,,,,,,,,http://www.marinespecies.org,,,,,,2015-03-14 17:33:46,2015-03-14 17:33:46
7801,1,2002,"Grigg, L.D., and C. Whitlock. 2002. Patterns and causes of millennial-scale climate change in the Pacific Northwest during Marine Isotope Stages 2 and 3. Quaternary Science Reviews 21:2067-2083.",Patterns and causes of millennial-scale climate change in the Pacific Northwest during Marine Isotope Stages 2 and 3,Quaternary Science Reviews,21,,2067-2083,,,,,,,,,,,,,,,,2015-03-15 17:34:35,2015-03-15 17:34:35
7802,1,2012,"Øllgaard, B. 2012. New combinations in Neotropical Lycopodiaceae. Phytotaxa 57:10-22.",New combinations in Neotropical Lycopodiaceae,Phytotaxa,57,,10-22,,,,,,,,,,,,,,,,2015-03-16 03:16:43,2015-03-16 03:16:43
7803,1,2008,"Doweld, A., and J.L. Reveal. 2008. New suprageneric names for vascular plants. Phytologia 90(3):416-417.",New suprageneric names for vascular plants,Phytologia,90,3,416-417,,,,,,,,,,,,,,,,2015-03-16 05:34:18,2015-03-16 05:34:18
7804,2,2003,"Lundelius, E.L., Jr. 2003. A history of paleontological investigations of Quaternary cave deposits on the Edwards Plateau, Central Texas. Pages 201-214 in B.W. Schubert, J.I. Mead, and R.W. Graham, editors. Ice Age Cave Faunas of North America. Indiana University Press, Bloomington, Indiana, USA.","A history of paleontological investigations of Quaternary cave deposits on the Edwards Plateau, Central Texas.",,,,201-214,,,Ice Age Cave Faunas of North America,,,,,,Indiana University Press,,Bloomington,Indiana,USA,,,2015-03-16 13:40:47,2015-03-16 13:40:47
7805,1,2005,"Bush, M.B., B.C.S. Hansen, D.T. Rodbell, G.O. Seltzer, K.R. Young, B. León, M.B. Abbot, M.R. Silman, and W.D. Gosling. 2005. A 17 000-year history of Andean climate and vegetation change from Laguna de Chochos, Peru. Journal of Quaternary Science 20(7-8):703-714. [DOI: 10.1002/jqs.983]","A 17 000-year history of Andean climate and vegetation change from Laguna de Chochos, Peru",Journal of Quaternary Science,20,7-8,703-714,,10.1002/jqs.983,,,,,,,,,,,,,,2015-03-17 01:52:18,2015-03-17 01:52:18
7806,1,1986,"Wilson, M.J., and S.A. Elias. 1986. Paleoecological Significance of Holocene Insect Fossil Assemblages from the North Coast of Alaska. Actic 39:150-157.",Paleoecological Significance of Holocene Insect Fossil Assemblages from the North Coast of Alaska.,Actic,39,,150-157,,,,,,,,,,,,,,,,2015-03-17 20:51:54,2015-06-19 19:40:53
7807,1,1990,"Mott, R.J., and N.W. DiLabio. 1990. Paleoecology of Organic Deposits of Probable Late Interglacial Age in Northern Ontario. Geogrpahie physique et Quaternaire 44(3):309-318.",Paleoecology of Organic Deposits of Probable Late Interglacial Age in Northern Ontario,Geogrpahie physique et Quaternaire,44,3,309-318,,,,,,,,,,,,,,,,2015-03-17 22:34:39,2015-03-30 19:25:39
7808,1,2002,"Armour, J., P.J. Fawcett, and J.W. Geissman. 2002. 15 kyr paleoclimatic and glacial record from northern New Mexico. Geology 30:723-726.",15 kyr paleoclimatic and glacial record from northern New Mexico,Geology,30,,723-726,,,,,,,,,,,,,,,,2015-03-17 23:02:15,2015-03-17 23:02:15
7809,1,2008,"Jimenez-Moreno, G., P.J. Fawcett, and R.S. Anderson. 2008. Millennial and centennial scale vegetation and climate changes during the late Pleistocene and Holocene from northern New Mexico (USA). Quaternary Science Reviews 27:1442-1452.",Millennial and centennial scale vegetation and climate changes during the late Pleistocene and Holocene from northern New Mexico (USA),Quaternary Science Reviews,27,,1442-1452,,,,,,,,,,,,,,,,2015-03-17 23:06:58,2015-03-17 23:06:58
7810,1,1993,"Morgan, A.V., M. Kuc, and J.T. Andrews. 1993. Paleocology and age of the Flitaway and Isortoq interglacial deposits, north- central Baffin Island, northwest Territories, Canada. Canadian Journal of Earth Sciences 30:954-974.","Paleocology and age of the Flitaway and Isortoq interglacial deposits, north- central Baffin Island, northwest Territories, Canada",Canadian Journal of Earth Sciences,30,,954-974,,,,,,,,,,,,,,,,2015-03-18 17:01:59,2016-03-31 21:48:33
7811,1,2001,"Beck, A.P., J. Jones, V. Bryant, and R.G. Moore. 2001. A late Holocene pollen sequence from Aronow Bog, northern Harris County, Texas. Texas Journal of Science 53(4):353-364.","A late Holocene pollen sequence from Aronow Bog, northern Harris County, Texas",Texas Journal of Science,53,4,353-364,,,,,,,,,,,,,,,,2015-03-18 18:15:40,2015-03-18 18:15:40
7812,5,2007,"Louderback, L.A. 2007. Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record. Master''s thesis. University of Nevada, Reno, Nevada, USA.",Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record,,,,,,,,,,,,,University of Nevada,,Reno,Nevada,USA,,,2015-03-18 19:24:35,2015-03-18 19:24:35
7813,1,2009,"Louderback, L.A., and D.E. Rhode. 2009. 15,000 years of vegetation change in the Bonneville Basin: the Blue Lake pollen record. Quaternary Science Reviews 28(3-4):308-326. [DOI: 10.1016/j.quascirev.2008.09.027]","15,000 years of vegetation change in the Bonneville Basin: the Blue Lake pollen record",Quaternary Science Reviews,28,3-4,308-326,,10.1016/j.quascirev.2008.09.027,,,,,,,,,,,,,,2015-03-18 19:24:49,2018-10-10 18:34:03
7814,1,1989,"Mathewes, R.W., and M. King. 1989. Holocene vegetation, climate, and lake-level changes in the Interior Douglas-fir Biogeoclimatic Zone, British Columbia. Canadian Journal of Earth Sciences 26:1811-1825.","Holocene vegetation, climate, and lake-level changes in the Interior Douglas-fir Biogeoclimatic Zone, British Columbia",Canadian Journal of Earth Sciences,26,,1811-1825,,,,,,,,,,,,,,,,2015-03-18 20:48:55,2015-03-18 20:48:55
7815,1,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management,Ecological Applications,19,7,1723-1738,,,,,,,,,,,,,,,,2015-03-18 20:58:33,2015-03-18 20:58:33
7816,6,1991,"Bajc, A.F. 1991. Glacial and glaciolacustrine history of the Fort Frances-Rainy River area, Ontario, Canada. Doctoral dissertation. University of Waterloo, Canada.","Glacial and glaciolacustrine history of the Fort Frances-Rainy River area, Ontario, Canada",,,,,,,,,,,,,University of Waterloo,,,,Canada,,,2015-03-18 22:12:51,2015-03-18 22:12:51
7817,1,2008,"Anderson, R.S., S.J. Smith, R.B. Jass, and W.G. Spaulding. 2008. A late Holocene record of vegetation and climate from a small wetland in Shasta County, California. Madrono 55(1):15-25.","A late Holocene record of vegetation and climate from a small wetland in Shasta County, California",Madrono,55,1,15-25,,,,,,,,,,,,,,,,2015-03-18 23:42:33,2015-03-18 23:42:33
7818,1,2000,"Wolfe, A.P., B. Frechette, P.J.H. Richard, G.H. Miller, and S.L. Forman. 2000. Paleoecology of a >90,000-year lacustrine sequence from Fog Lake, Baffin Island, Arctic Canada. Quaternary Science Reviews 19:1677-1699.","Paleoecology of a >90,000-year lacustrine sequence from Fog Lake, Baffin Island, Arctic Canada",Quaternary Science Reviews,19,,1677-1699,,,,,,,,,,,,,,,,2015-03-19 13:13:16,2015-03-19 13:13:16
7819,1,2008,"Frechette, B., A. de Vernal, and P.J.H. Richard. 2008. Holocene and Last Interglacial cloudiness in eastern Baffin Island, Arctic Canada. Canadian Journal of Earth Sciences 45:1221-1243.","Holocene and Last Interglacial cloudiness in eastern Baffin Island, Arctic Canada",Canadian Journal of Earth Sciences,45,,1221-1243,,,,,,,,,,,,,,,,2015-03-19 13:45:05,2015-03-19 13:45:05
7820,1,2006,"Frechette, B., A.P. Wolfe, G.H. Miller, P.J.H. Richard, and A. de Vernal. 2006. Vegetation and climate of the last interglacial on Baffin Island, Arctic Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 236:91-106.","Vegetation and climate of the last interglacial on Baffin Island, Arctic Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",236,,91-106,,,,,,,,,,,,,,,,2015-03-19 13:45:19,2015-03-19 13:45:19
7821,6,2003,"Carlson, L.J. 2003. Describing the postglacial pattern and rate of Picea expansion in Alaska using paleoecological records. Doctoral dissertation. University of Washington, Seattle, Washington, USA.",Describing the postglacial pattern and rate of Picea expansion in Alaska using paleoecological records,,,,,,,,,,,,,University of Washington,,Seattle,Washington,USA,,,2015-03-19 15:26:14,2015-08-13 00:34:48
7822,1,2004,"Carlson, L.J., and B.P. Finney. 2004. A 13000-year history of vegetation and environmental change at Jan Lake, east-central Alaska. The Holocene 14(6):818-827. [DOI: 10.1191/0959683604hl762rp]","A 13000-year history of vegetation and environmental change at Jan Lake, east-central Alaska",The Holocene,14,6,818-827,,10.1191/0959683604hl762rp,,,,,,,,,,,,,,2015-03-19 15:26:28,2015-03-19 20:25:14
7823,1,2007,"Peros, M.C., E.G. Reinhardt, and A.M. Davis. 2007. A 6000-year record of ecological and hydrological changes from Laguna de la Leche, north coastal Cuba. Quaternary Research 67:69-82.","A 6000-year record of ecological and hydrological changes from Laguna de la Leche, north coastal Cuba",Quaternary Research,67,,69-82,,,,,,,,,,,,,,,,2015-03-19 19:16:27,2015-03-19 19:16:27
7824,1,1998,"Anderson, R.S., and B.F. Byrd. 1998. Late-Holocene vegetation changes from the Las Flores Creek coastal lowlands, San Diego County, California. Madroño 45(2):171-182.","Late-Holocene vegetation changes from the Las Flores Creek coastal lowlands, San Diego County, California",Madroño,45,2,171-182,,,,,,,,,,,,,,,,2015-03-19 19:36:22,2020-02-07 02:59:02
7825,2,2007,"Warren, R.E. 2007. Cultural and paleoenvironmental implications of freshwater mussels from the Allen site. Pages 47-68 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.",Cultural and paleoenvironmental implications of freshwater mussels from the Allen site,,,,47-68,,,The Allen site: a Paleoindian camp in southwestern Nebraska,,,,,,University of New Mexico Press,,Albuquerque,New Mexico,USA,,,2015-03-20 03:19:31,2015-03-21 02:37:44
7826,1,2006,"Al-Suwaidi, M., B.C. Ward, M.C. Wilson, R.J. Hebda, D.W. Nagorsen, D. Marshall, B. Ghaleb, R.J. Wigen, and R.J. Enkin. 2006. Late Wisconsinan Port Eliza Cave Deposits and Their Implications for Human Coastal Migration, Vancouver Island, Canada. Geoarchaeology 21(4):307-332.","Late Wisconsinan Port Eliza Cave Deposits and Their Implications for Human Coastal Migration, Vancouver Island, Canada",Geoarchaeology,21,4,307-332,,,,,,,,,,,,,,,,2015-03-20 18:51:04,2015-03-20 18:51:04
7895,1,1984,"Morita, Y. 1984. Preliminary palynological studies of the moors in the uplands in Hokkaido. Ecological Review (Seitaigaku kenkyū) 20(3):237-240.",Preliminary palynological studies of the moors in the uplands in Hokkaido,Ecological Review (Seitaigaku kenkyū),20,3,237-240,,,,,,,,,,,,,,,,2015-04-15 00:08:35,2015-04-15 00:08:35
7827,1,2003,"Ward, B.C., M.C. Wilson, D.W. Nagorsen, D.E. Nelson, J.C. Driver, and R.J. Wigen. 2003. Port Eliza cave: North American West Coast interstadial environment and implications for human migrations. Quaternary Science Reviews 22:1383-1388.",Port Eliza cave: North American West Coast interstadial environment and implications for human migrations,Quaternary Science Reviews,22,,1383-1388,,,,,,,,,,,,,,,,2015-03-20 18:51:33,2015-03-20 18:51:33
7828,2,2007,"May, D. 2007. Landforms, alluvial stratigraphy, and radiocarbon chronology at selected Paleoindian sites around Medicine Creek Reservoir. Pages 17-46 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.","Landforms, alluvial stratigraphy, and radiocarbon chronology at selected Paleoindian sites around Medicine Creek Reservoir",,,,17-46,,,The Allen site: a Paleoindian camp in southwestern Nebraska,,,,,,University of New Mexico Press,,Albuquerque,New Mexico,USA,,,2015-03-20 22:43:14,2015-03-20 22:43:14
7829,3,1955,"Libby, W.L. 1955. Radiocarbon dating, 2nd edition. University of Chicago Press, Chicago, Illinois, USA.",,,,,,,,Radiocarbon dating,,2nd,,,,University of Chicago Press,,Chicago,Illinois,USA,,,2015-03-20 22:49:35,2015-03-20 22:49:35
7830,2,2007,"Zalucha, L.A. 2007. Early Holocene vegetation of the central Great Plains based on paleobotanical and paleoethnobotanical remains from the Medicine Creek area. Pages 98-108 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.",Early Holocene vegetation of the central Great Plains based on paleobotanical and paleoethnobotanical remains from the Medicine Creek area,,,,98-108,,,The Allen site: a Paleoindian camp in southwestern Nebraska,,,,,,University of New Mexico Press,,Albuquerque,New Mexico,USA,,,2015-03-20 23:57:18,2015-03-20 23:57:18
7831,2,2007,"Hudson, J. 2007. Faunal evidence for subsistence and settlement patterns at the Allen site. Pages 194-226 in D.B. Bamforth, editor. The Allen site: a Paleoindian camp in southwestern Nebraska. University of New Mexico Press, Albuquerque, New Mexico, USA.",Faunal evidence for subsistence and settlement patterns at the Allen site,,,,194-226,,,The Allen site: a Paleoindian camp in southwestern Nebraska,,,,,,University of New Mexico Press,,Albuquerque,New Mexico,USA,,,2015-03-21 02:36:22,2015-03-21 02:36:22
7832,2,2012,"Tilley, S.G., R. Highton, and D.B. Wake. 2012. Caudata — Salamanders. Pages 23-31 in B.I. Crother, editor. Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding. Herpetological Circular 39. Society for the Study of Amphibians and Reptiles, Salt Lake City, Utah, USA.",Caudata — Salamanders,,,,23-31,,,"Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding",,,,Herpetological Circular,39,Society for the Study of Amphibians and Reptiles,,Salt Lake City,Utah,USA,,,2015-03-21 16:41:33,2015-03-21 16:41:33
7833,2,2012,"Frost, D.R., R.W. McDiarmid, J.R. Mendelson III, and D.M. Green. 2012. Anura—Frogs. Pages 11-22 in B.I. Crother, editor. Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding. Herpetological Circular 39. Society for the Study of Amphibians and Reptiles, Salt Lake City, Utah, USA.",Anura—Frogs,,,,11-22,,,"Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding",,,,Herpetological Circular,39,Society for the Study of Amphibians and Reptiles,,Salt Lake City,Utah,USA,,,2015-03-21 17:03:44,2015-03-21 17:03:44
7834,2,2012,"Crother, B.I., J. Boundy, F.T. Burbrink, J.A. Campbell, and R.A. Pyron. 2012. Squamata—Snakes. Pages 52-72 in B.I. Crother, editor. Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding, Seventh edition. Herpetological Circular 39. Society for the Study of Amphibians and Reptiles, Salt Lake City, Utah, USA.",Squamata—Snakes,,,,52-72,,,"Scientific and standard English names of amphibians and reptiles of North America north of Mexico, with comments regarding confidence in our understanding",,Seventh,,Herpetological Circular,39,Society for the Study of Amphibians and Reptiles,,Salt Lake City,Utah,USA,,,2015-03-21 18:18:39,2018-08-15 22:06:05
